Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
4379,7/5/2019,male,100,white,6,no preference,no,Not Reported,yes,6,0
4380,7/5/2019,male,100,white,2,chocolate,yes,Not Reported,yes,3,1
4381,7/5/2019,male,100,white,0,specialty,yes,Not Reported,yes,2,0
4382,7/5/2019,male,100,white,1,swirl,no,Not Reported,yes,1,1
4383,7/5/2019,male,100,blue,8,chocolate,yes,Not Reported,yes,8,1
4384,7/5/2019,male,100,white,5,specialty,yes,Not Reported,yes,5,0
4385,7/5/2019,male,100,no preference,0,swirl,yes,Not Reported,yes,3,0
4386,7/5/2019,male,100,white,1,specialty,yes,Not Reported,yes,1,1
4387,7/5/2019,male,100,blue,2,vanilla,yes,Not Reported,yes,2,0
4388,7/5/2019,female,100,blue,0,no preference,no,<50K,yes,5,0
4389,7/5/2019,male,100,blue,2,swirl,yes,Not Reported,yes,6,1
4390,7/5/2019,male,100,blue,0,swirl,yes,Not Reported,yes,8,1
4391,7/5/2019,male,100,no preference,7,no preference,no,Not Reported,yes,9,0
4392,7/5/2019,female,100,silver,10,chocolate,yes,<50K,yes,10,1
4393,7/5/2019,male,100,silver,3,specialty,no,Not Reported,yes,7,0
4394,7/5/2019,male,100,black,0,chocolate,yes,Not Reported,yes,1,0
4395,7/5/2019,male,100,blue,10,specialty,no,Not Reported,yes,10,1
4396,7/5/2019,female,100,red,3,no preference,yes,<50K,yes,3,0
4397,7/5/2019,male,100,black,3,chocolate,yes,Not Reported,yes,3,0
4398,7/5/2019,male,100,white,2,no preference,yes,Not Reported,yes,4,0
4399,7/5/2019,female,100,no preference,1,vanilla,no,<50K,yes,9,0
4400,7/5/2019,male,100,red,3,chocolate,yes,Not Reported,yes,3,1
4401,7/5/2019,male,100,blue,1,vanilla,no,Not Reported,yes,4,0
4402,7/5/2019,male,100,black,10,vanilla,yes,Not Reported,yes,10,1
4403,7/5/2019,male,100,black,2,swirl,yes,Not Reported,yes,2,1
4404,7/5/2019,female,100,silver,7,swirl,no,<50K,yes,7,0
4405,7/5/2019,male,100,red,2,vanilla,no,Not Reported,yes,5,0
4406,7/5/2019,male,100,black,4,vanilla,yes,Not Reported,yes,4,1
4407,7/5/2019,male,100,red,3,vanilla,no,Not Reported,yes,3,1
4408,7/5/2019,female,100,white,5,no preference,yes,<50K,yes,8,0
4409,7/5/2019,female,100,blue,10,swirl,no,<50K,yes,10,0
4410,7/5/2019,male,100,blue,2,swirl,yes,Not Reported,yes,4,1
4411,7/5/2019,male,100,white,1,chocolate,yes,Not Reported,yes,1,0
4412,7/5/2019,female,100,silver,8,swirl,yes,<50K,yes,8,1
4413,7/5/2019,female,100,no preference,6,chocolate,yes,<50K,yes,6,1
4414,7/5/2019,male,100,black,10,specialty,no,Not Reported,yes,10,1
4415,7/5/2019,male,100,no preference,0,vanilla,no,Not Reported,yes,10,0
4416,7/5/2019,male,100,white,10,no preference,yes,Not Reported,yes,10,1
4417,7/5/2019,female,100,no preference,1,vanilla,yes,<50K,yes,6,0
4418,7/5/2019,female,100,white,8,swirl,yes,<50K,yes,10,1
4419,7/5/2019,male,100,silver,3,specialty,no,Not Reported,yes,4,0
4420,7/5/2019,male,100,no preference,2,vanilla,no,Not Reported,yes,2,0
4421,7/5/2019,male,100,black,0,specialty,yes,Not Reported,yes,1,1
4422,7/5/2019,male,100,black,2,chocolate,yes,Not Reported,yes,5,1
4423,7/5/2019,male,100,red,1,chocolate,no,Not Reported,yes,3,1
4424,7/5/2019,female,100,blue,5,specialty,no,<50K,yes,5,0
4425,7/5/2019,male,100,white,4,chocolate,no,Not Reported,yes,4,0
4426,7/5/2019,male,100,no preference,1,swirl,yes,Not Reported,yes,9,0
4427,7/5/2019,female,100,red,2,swirl,yes,<50K,yes,2,0
4428,7/5/2019,female,100,silver,8,swirl,no,<50K,yes,8,0
4429,7/5/2019,male,100,blue,8,no preference,yes,Not Reported,yes,10,1
4430,7/5/2019,male,100,no preference,10,vanilla,yes,Not Reported,yes,10,0
4431,7/5/2019,male,100,black,2,vanilla,no,Not Reported,yes,6,0
4432,7/5/2019,male,100,blue,6,swirl,yes,Not Reported,yes,6,0
4433,7/5/2019,male,100,white,2,swirl,yes,Not Reported,yes,4,1
4434,7/5/2019,male,100,silver,0,no preference,no,Not Reported,yes,7,0
4435,7/5/2019,female,100,black,7,chocolate,no,<50K,yes,7,1
4436,7/5/2019,male,100,blue,0,chocolate,yes,Not Reported,yes,3,1
4437,7/5/2019,male,100,no preference,4,vanilla,yes,Not Reported,yes,9,0
4438,7/5/2019,female,100,blue,4,specialty,yes,<50K,yes,9,0
4439,7/5/2019,female,100,blue,1,swirl,yes,<50K,yes,10,0
4440,7/5/2019,male,100,white,6,swirl,yes,Not Reported,yes,6,1
4441,7/5/2019,male,100,red,0,no preference,no,Not Reported,yes,2,1
4442,7/5/2019,female,100,black,0,vanilla,yes,<50K,yes,3,0
4443,7/5/2019,male,100,white,7,specialty,no,Not Reported,yes,7,1
4444,7/5/2019,male,100,no preference,1,swirl,yes,Not Reported,yes,10,0
4445,7/5/2019,female,100,silver,6,chocolate,no,<50K,yes,8,1
4446,7/5/2019,female,100,white,4,no preference,no,<50K,yes,5,0
4447,7/5/2019,female,100,white,0,swirl,yes,<50K,yes,3,0
4448,7/5/2019,male,100,red,10,swirl,yes,Not Reported,yes,10,1
4449,7/5/2019,male,100,white,9,no preference,no,Not Reported,yes,9,0
4450,7/5/2019,male,100,red,2,chocolate,no,Not Reported,yes,4,0
4451,7/5/2019,male,100,black,9,specialty,yes,Not Reported,yes,10,1
4452,7/5/2019,male,100,silver,0,swirl,no,Not Reported,yes,5,0
4453,7/5/2019,male,100,black,10,no preference,yes,Not Reported,yes,10,1
4454,7/5/2019,male,100,white,0,specialty,yes,Not Reported,yes,6,1
4455,7/5/2019,male,100,no preference,3,chocolate,no,Not Reported,yes,9,0
4456,7/5/2019,male,100,black,5,specialty,yes,Not Reported,yes,5,0
4457,7/5/2019,male,100,silver,7,vanilla,yes,Not Reported,yes,7,0
4458,7/5/2019,male,100,red,10,chocolate,yes,Not Reported,yes,10,1
4459,7/5/2019,male,100,silver,3,swirl,no,Not Reported,yes,3,0
4460,7/5/2019,female,100,white,8,swirl,yes,<50K,yes,8,1
4461,7/5/2019,male,100,red,5,specialty,yes,Not Reported,yes,5,1
4462,7/5/2019,male,100,black,7,no preference,no,Not Reported,yes,7,0
4463,7/5/2019,male,100,red,2,chocolate,no,Not Reported,yes,10,1
4464,7/5/2019,male,100,red,2,no preference,no,Not Reported,yes,3,1
4465,7/5/2019,male,100,silver,8,specialty,yes,Not Reported,yes,8,1
4466,7/5/2019,male,100,no preference,9,vanilla,yes,Not Reported,yes,9,0
4467,7/5/2019,male,100,blue,7,chocolate,no,Not Reported,yes,7,1
4468,7/5/2019,male,100,red,6,chocolate,no,Not Reported,yes,6,1
4469,7/5/2019,female,100,silver,9,specialty,yes,<50K,yes,9,1
4470,7/5/2019,female,100,white,3,chocolate,no,<50K,yes,7,1
4471,7/5/2019,male,100,no preference,8,vanilla,no,Not Reported,yes,8,0
4472,7/5/2019,male,100,blue,1,chocolate,no,Not Reported,yes,4,0
4473,7/5/2019,male,100,no preference,4,vanilla,no,Not Reported,yes,4,0
4474,7/5/2019,male,100,white,9,no preference,yes,Not Reported,yes,9,1
4475,7/5/2019,male,100,red,4,specialty,no,Not Reported,yes,4,0
4476,7/5/2019,female,100,red,3,specialty,no,<50K,yes,3,0
4477,7/5/2019,male,100,blue,8,chocolate,yes,Not Reported,yes,8,1
4478,7/5/2019,male,100,white,0,vanilla,yes,Not Reported,yes,9,1
4479,7/5/2019,male,100,white,8,no preference,no,Not Reported,yes,8,0
4480,7/5/2019,male,100,no preference,4,swirl,yes,Not Reported,yes,4,0
4481,7/5/2019,female,100,white,7,swirl,yes,<50K,yes,7,0
4482,7/5/2019,female,100,red,2,specialty,no,<50K,yes,5,0
4483,7/5/2019,male,100,black,9,chocolate,no,Not Reported,yes,9,1
4484,7/5/2019,female,100,blue,7,no preference,yes,<50K,yes,7,0
4485,7/5/2019,male,100,red,4,vanilla,no,Not Reported,yes,4,0
4486,7/5/2019,female,100,blue,4,vanilla,no,<50K,yes,4,0
4487,7/5/2019,male,100,silver,1,no preference,no,Not Reported,yes,4,0
4488,7/5/2019,male,100,red,1,vanilla,yes,Not Reported,yes,3,1
4489,7/5/2019,male,100,white,8,chocolate,yes,Not Reported,yes,8,1
4490,7/5/2019,female,100,black,1,swirl,no,<50K,yes,3,0
4491,7/5/2019,female,100,white,4,vanilla,no,<50K,yes,9,1
4492,7/5/2019,male,100,silver,8,specialty,no,Not Reported,yes,8,1
4493,7/5/2019,male,100,black,5,no preference,yes,Not Reported,yes,8,0
4494,7/5/2019,male,100,black,4,no preference,no,Not Reported,yes,4,1
4495,7/5/2019,male,100,no preference,0,specialty,no,Not Reported,yes,4,0
4496,7/5/2019,female,100,white,9,specialty,no,<50K,yes,9,0
4497,7/5/2019,male,100,blue,7,swirl,no,Not Reported,yes,7,0
4498,7/5/2019,female,100,black,4,no preference,yes,<50K,yes,9,0
4499,7/5/2019,male,100,no preference,6,vanilla,yes,Not Reported,yes,6,0
4500,7/5/2019,male,100,no preference,3,swirl,yes,Not Reported,yes,9,0
4501,7/5/2019,female,100,no preference,6,swirl,yes,<50K,yes,6,0
4502,7/5/2019,male,100,black,3,specialty,no,Not Reported,yes,3,0
4503,7/5/2019,male,100,silver,5,no preference,yes,Not Reported,yes,5,0
4504,7/5/2019,female,100,blue,0,no preference,no,<50K,yes,5,0
4505,7/5/2019,female,100,silver,5,specialty,no,<50K,yes,5,0
4506,7/5/2019,male,100,silver,7,swirl,yes,Not Reported,yes,7,1
4507,7/5/2019,female,100,white,0,no preference,yes,<50K,yes,8,0
4508,7/5/2019,male,100,white,0,chocolate,no,Not Reported,yes,3,0
4509,7/5/2019,male,100,black,0,specialty,no,Not Reported,yes,3,1
4510,7/5/2019,male,100,red,8,no preference,no,Not Reported,yes,8,0
4511,7/5/2019,male,100,no preference,8,no preference,no,Not Reported,yes,8,0
4512,7/5/2019,female,100,black,0,specialty,no,<50K,yes,3,0
4513,7/5/2019,female,100,blue,0,chocolate,yes,<50K,yes,2,0
4514,7/5/2019,female,100,blue,6,vanilla,yes,<50K,yes,6,0
4515,7/5/2019,male,100,blue,7,specialty,yes,Not Reported,yes,10,1
4516,7/5/2019,male,100,no preference,9,no preference,no,Not Reported,yes,9,0
4517,7/5/2019,female,100,no preference,4,chocolate,yes,<50K,yes,9,1
4518,7/5/2019,female,100,no preference,5,chocolate,no,<50K,yes,5,1
4519,7/5/2019,male,100,blue,8,no preference,no,Not Reported,yes,10,0
4520,7/5/2019,male,100,silver,1,chocolate,yes,Not Reported,yes,8,1
4521,7/5/2019,male,100,white,10,specialty,yes,Not Reported,yes,10,1
4522,7/5/2019,male,100,blue,7,swirl,no,Not Reported,yes,7,0
4523,7/5/2019,female,100,white,3,no preference,no,<50K,yes,3,0
4524,7/5/2019,female,100,blue,8,vanilla,yes,<50K,yes,8,1
4525,7/5/2019,female,100,black,4,specialty,no,<50K,yes,6,0
4526,7/5/2019,male,100,red,4,swirl,yes,Not Reported,yes,8,1
4527,7/5/2019,male,100,black,10,chocolate,yes,Not Reported,yes,10,1
4528,7/5/2019,male,100,black,9,chocolate,no,Not Reported,yes,9,1
4529,7/5/2019,female,100,black,8,no preference,yes,<50K,yes,8,1
4530,7/5/2019,male,100,red,1,vanilla,no,Not Reported,yes,2,1
4531,7/5/2019,male,100,red,6,vanilla,yes,Not Reported,yes,6,1
4532,7/5/2019,male,100,black,8,specialty,yes,Not Reported,yes,8,1
4533,7/5/2019,male,100,white,5,chocolate,no,Not Reported,yes,10,1
4534,7/5/2019,female,100,red,3,vanilla,no,<50K,yes,3,0
4535,7/5/2019,female,100,red,9,vanilla,no,<50K,yes,9,1
4536,7/5/2019,male,100,black,4,chocolate,no,Not Reported,yes,4,0
4537,7/5/2019,male,100,black,8,chocolate,no,Not Reported,yes,8,1
4538,7/5/2019,male,100,black,7,chocolate,no,Not Reported,yes,10,1
4539,7/5/2019,male,100,white,9,vanilla,no,Not Reported,yes,9,1
4540,7/5/2019,male,100,red,5,chocolate,no,Not Reported,yes,5,1
4541,7/5/2019,male,100,black,9,swirl,yes,Not Reported,yes,9,1
4542,7/5/2019,female,100,black,0,chocolate,no,<50K,yes,10,0
4543,7/5/2019,female,100,no preference,3,chocolate,yes,<50K,yes,4,1
4544,7/5/2019,male,100,silver,7,chocolate,no,Not Reported,yes,10,1
4545,7/5/2019,male,100,red,3,swirl,no,Not Reported,yes,5,1
4546,7/5/2019,male,100,black,9,chocolate,yes,Not Reported,yes,10,1
4547,7/5/2019,male,100,no preference,2,chocolate,no,Not Reported,yes,7,0
4548,7/5/2019,male,100,red,9,chocolate,no,Not Reported,yes,9,1
4549,7/5/2019,male,100,silver,0,specialty,no,Not Reported,yes,2,0
4550,7/5/2019,male,100,black,3,vanilla,yes,Not Reported,yes,9,1
4551,7/5/2019,male,100,white,2,vanilla,no,Not Reported,yes,2,1
4552,7/5/2019,male,100,silver,9,vanilla,yes,Not Reported,yes,10,1
4553,7/5/2019,male,100,no preference,3,vanilla,yes,Not Reported,yes,6,0
4554,7/5/2019,male,100,red,3,specialty,no,Not Reported,yes,6,1
4555,7/5/2019,male,100,no preference,10,chocolate,yes,Not Reported,yes,10,0
4556,7/5/2019,female,100,red,6,specialty,yes,<50K,yes,6,0
4557,7/5/2019,male,100,red,5,swirl,no,Not Reported,yes,5,1
4558,7/5/2019,male,100,blue,1,swirl,yes,Not Reported,yes,3,0
4559,7/5/2019,female,100,black,9,swirl,no,<50K,yes,9,0
4560,7/5/2019,male,100,black,0,vanilla,yes,Not Reported,yes,1,1
4561,7/5/2019,male,100,red,3,vanilla,no,Not Reported,yes,9,1
4562,7/5/2019,male,100,blue,3,swirl,yes,Not Reported,yes,6,0
4563,7/5/2019,male,100,white,1,swirl,yes,Not Reported,yes,7,1
4564,7/5/2019,male,100,silver,10,vanilla,yes,Not Reported,yes,10,1
4565,7/5/2019,male,100,red,9,specialty,no,Not Reported,yes,9,1
4566,7/5/2019,male,100,blue,3,no preference,yes,Not Reported,yes,10,0
4567,7/5/2019,male,100,silver,1,no preference,yes,Not Reported,yes,4,0
4568,7/5/2019,female,100,white,8,specialty,yes,<50K,yes,10,1
4569,7/5/2019,male,100,blue,3,no preference,yes,Not Reported,yes,3,1
4570,7/5/2019,female,100,black,9,chocolate,no,<50K,yes,9,1
4571,7/5/2019,male,100,white,10,swirl,yes,Not Reported,yes,10,1
4572,7/5/2019,female,100,no preference,1,chocolate,yes,<50K,yes,7,0
4573,7/5/2019,female,100,red,5,swirl,no,<50K,yes,5,0
4574,7/5/2019,female,100,no preference,1,chocolate,no,<50K,yes,9,0
4575,7/5/2019,male,100,silver,7,no preference,yes,Not Reported,yes,7,0
4576,7/5/2019,male,100,blue,0,vanilla,yes,Not Reported,yes,9,1
4577,7/5/2019,male,100,red,3,swirl,yes,Not Reported,yes,9,1
4578,7/5/2019,male,100,black,3,specialty,yes,Not Reported,yes,6,0
4579,7/5/2019,male,100,red,2,vanilla,yes,Not Reported,yes,2,0
4580,7/5/2019,male,100,red,5,no preference,no,Not Reported,yes,7,0
4581,7/5/2019,male,100,blue,6,no preference,no,Not Reported,yes,6,0
4582,7/5/2019,male,100,black,4,swirl,no,Not Reported,yes,6,1
4583,7/5/2019,male,100,black,6,specialty,yes,Not Reported,yes,9,1
4584,7/5/2019,male,100,white,3,no preference,no,Not Reported,yes,3,0
4585,7/5/2019,male,100,blue,10,chocolate,yes,Not Reported,yes,10,1
4586,7/5/2019,female,100,silver,9,no preference,yes,<50K,yes,9,1
4587,7/5/2019,female,100,silver,5,specialty,yes,<50K,yes,6,0
4588,7/5/2019,male,100,silver,9,no preference,no,Not Reported,yes,9,0
4589,7/5/2019,male,100,white,2,no preference,yes,Not Reported,yes,5,0
4590,7/5/2019,male,100,blue,3,no preference,yes,Not Reported,yes,4,0
4591,7/5/2019,male,100,silver,8,vanilla,no,Not Reported,yes,9,1
4592,7/5/2019,male,100,red,0,no preference,yes,Not Reported,yes,2,1
4593,7/5/2019,female,100,black,2,specialty,no,<50K,yes,8,0
4594,7/5/2019,male,100,blue,6,chocolate,yes,Not Reported,yes,7,1
4595,7/5/2019,male,100,silver,1,no preference,no,Not Reported,yes,7,0
4596,7/5/2019,male,100,no preference,0,specialty,no,Not Reported,yes,6,0
4597,7/5/2019,male,100,white,8,specialty,yes,Not Reported,yes,8,1
4598,7/5/2019,male,100,blue,2,specialty,yes,Not Reported,yes,2,0
4599,7/5/2019,male,100,no preference,8,no preference,no,Not Reported,yes,8,0
4600,7/5/2019,male,100,red,7,no preference,no,Not Reported,yes,8,0
4601,7/5/2019,female,100,silver,1,swirl,yes,<50K,yes,9,0
4602,7/5/2019,male,100,red,9,chocolate,no,Not Reported,yes,9,1
4603,7/5/2019,male,100,black,1,no preference,yes,Not Reported,yes,4,1
4604,7/5/2019,female,100,blue,5,chocolate,no,<50K,yes,5,1
4605,7/5/2019,female,100,red,6,chocolate,yes,<50K,yes,6,1
4606,7/5/2019,male,100,no preference,6,vanilla,yes,Not Reported,yes,8,0
4607,7/5/2019,male,100,black,6,no preference,no,Not Reported,yes,10,0
4608,7/5/2019,female,100,silver,7,vanilla,yes,<50K,yes,7,0
4609,7/5/2019,female,100,no preference,2,no preference,no,<50K,yes,8,0
4610,7/5/2019,male,100,red,4,no preference,no,Not Reported,yes,7,0
4611,7/5/2019,male,100,white,3,vanilla,no,Not Reported,yes,5,0
4612,7/5/2019,female,100,white,0,chocolate,yes,<50K,yes,3,0
4613,7/5/2019,male,100,silver,0,vanilla,no,Not Reported,yes,4,0
4614,7/5/2019,male,100,white,2,swirl,yes,Not Reported,yes,7,1
4615,7/5/2019,male,100,red,10,no preference,no,Not Reported,yes,10,0
4616,7/5/2019,male,100,no preference,10,specialty,yes,Not Reported,yes,10,0
4617,7/5/2019,male,100,white,0,chocolate,no,Not Reported,yes,10,1
4618,7/5/2019,female,100,white,8,swirl,no,<50K,yes,8,0
4619,7/5/2019,female,100,no preference,9,no preference,no,<50K,yes,9,0
4620,7/5/2019,male,100,no preference,5,swirl,yes,Not Reported,yes,10,0
4621,7/5/2019,male,100,black,9,vanilla,no,Not Reported,yes,9,1
4622,7/5/2019,male,100,red,3,no preference,yes,Not Reported,yes,8,0
4623,7/5/2019,female,100,blue,3,vanilla,no,<50K,yes,4,0
4624,7/5/2019,female,100,red,5,chocolate,no,<50K,yes,9,1
4625,7/5/2019,female,100,silver,1,specialty,no,<50K,yes,9,0
4626,7/5/2019,male,100,white,0,chocolate,yes,Not Reported,yes,7,1
4627,7/5/2019,female,100,black,5,vanilla,yes,<50K,yes,5,0
4628,7/5/2019,male,100,no preference,0,specialty,no,Not Reported,yes,6,0
4629,7/5/2019,male,100,no preference,4,vanilla,no,Not Reported,yes,4,0
4630,7/5/2019,male,100,silver,4,no preference,no,Not Reported,yes,4,1
4631,7/5/2019,male,100,red,2,swirl,no,Not Reported,yes,7,0
4632,7/5/2019,male,100,black,0,specialty,no,Not Reported,yes,1,1
4633,7/5/2019,female,100,red,3,no preference,yes,<50K,yes,3,0
4634,7/5/2019,male,100,blue,8,specialty,yes,Not Reported,yes,8,1
4635,7/5/2019,male,100,silver,1,specialty,no,Not Reported,yes,10,1
4636,7/5/2019,female,100,no preference,3,chocolate,yes,<50K,yes,4,1
4637,7/5/2019,male,100,no preference,4,no preference,no,Not Reported,yes,4,0
4638,7/5/2019,male,100,white,5,specialty,yes,Not Reported,yes,5,0
4639,7/5/2019,female,100,silver,5,no preference,no,<50K,yes,6,0
4640,7/5/2019,male,100,blue,0,no preference,no,Not Reported,yes,1,0
4641,7/5/2019,female,100,black,1,no preference,no,<50K,yes,1,0
4642,7/5/2019,male,100,black,1,specialty,no,Not Reported,yes,1,1
4643,7/5/2019,male,100,red,5,chocolate,yes,Not Reported,yes,6,1
4644,7/5/2019,male,100,white,2,vanilla,yes,Not Reported,yes,3,1
4645,7/5/2019,female,100,red,9,chocolate,no,<50K,yes,9,1
4646,7/5/2019,male,100,black,3,chocolate,no,Not Reported,yes,4,1
4647,7/5/2019,male,100,white,1,specialty,yes,Not Reported,yes,10,1
4648,7/5/2019,male,100,black,2,swirl,yes,Not Reported,yes,2,1
4649,7/5/2019,male,100,blue,7,no preference,yes,Not Reported,yes,7,0
4650,7/5/2019,male,100,black,2,chocolate,no,Not Reported,yes,5,1
4651,7/5/2019,male,100,white,7,vanilla,no,Not Reported,yes,10,1
4652,7/5/2019,male,100,white,1,no preference,yes,Not Reported,yes,1,1
4653,7/5/2019,male,100,white,3,no preference,no,Not Reported,yes,3,0
4654,7/5/2019,male,100,red,5,chocolate,no,Not Reported,yes,6,1
4655,7/5/2019,male,100,white,7,specialty,yes,Not Reported,yes,9,1
4656,7/5/2019,female,100,silver,7,no preference,yes,<50K,yes,10,0
4657,7/5/2019,female,100,blue,3,swirl,yes,<50K,yes,4,0
4658,7/5/2019,male,100,blue,0,no preference,yes,Not Reported,yes,8,0
4659,7/5/2019,male,100,white,2,specialty,no,Not Reported,yes,7,0
4660,7/5/2019,male,100,no preference,0,vanilla,no,Not Reported,yes,2,0
4661,7/5/2019,male,100,blue,7,swirl,no,Not Reported,yes,7,1
4662,7/5/2019,female,100,blue,10,swirl,yes,<50K,yes,10,1
4663,7/5/2019,male,100,white,2,specialty,yes,Not Reported,yes,9,1
4664,7/5/2019,female,100,red,3,vanilla,yes,<50K,yes,10,1
4665,7/5/2019,male,100,red,0,specialty,no,Not Reported,yes,2,1
4666,7/5/2019,male,100,blue,8,swirl,no,Not Reported,yes,8,1
4667,7/5/2019,female,100,silver,10,vanilla,yes,<50K,yes,10,1
4668,7/5/2019,female,100,blue,3,specialty,yes,<50K,yes,4,0
4669,7/5/2019,female,100,white,3,specialty,yes,<50K,yes,3,0
4670,7/5/2019,male,100,white,7,vanilla,no,Not Reported,no,10,1
4671,7/5/2019,female,100,silver,7,swirl,yes,<50K,no,7,0
4672,7/5/2019,male,100,blue,10,chocolate,yes,Not Reported,no,10,1
4673,7/5/2019,male,100,silver,0,chocolate,no,Not Reported,no,6,1
4674,7/5/2019,male,100,no preference,4,chocolate,yes,Not Reported,no,4,0
4675,7/5/2019,male,100,black,5,no preference,yes,Not Reported,no,10,0
4676,7/5/2019,male,250,blue,10,chocolate,no,Not Reported,no,10,1
4677,7/5/2019,female,100,white,0,vanilla,no,<50K,no,10,0
4678,7/5/2019,male,100,no preference,2,vanilla,yes,Not Reported,no,6,0
4679,7/5/2019,female,100,black,10,no preference,yes,<50K,no,10,1
4680,7/5/2019,female,100,no preference,10,no preference,no,<50K,no,10,0
4681,7/5/2019,female,100,red,0,swirl,no,<50K,no,1,0
4682,7/5/2019,male,100,blue,4,vanilla,no,Not Reported,no,4,1
4683,7/5/2019,male,100,red,6,vanilla,yes,Not Reported,no,8,1
4684,7/5/2019,male,100,red,5,swirl,yes,Not Reported,no,7,1
4685,7/5/2019,female,100,silver,8,no preference,no,<50K,no,9,0
4686,7/5/2019,female,100,no preference,2,vanilla,yes,<50K,no,2,1
4687,7/5/2019,male,100,red,6,swirl,no,Not Reported,yes,6,1
4688,7/5/2019,male,100,white,6,vanilla,no,Not Reported,no,8,1
4689,7/5/2019,male,100,silver,10,vanilla,no,Not Reported,no,10,1
4690,7/5/2019,male,100,white,10,swirl,yes,Not Reported,yes,10,1
4691,7/5/2019,male,100,no preference,4,specialty,no,Not Reported,no,4,0
4692,7/5/2019,female,100,silver,8,vanilla,yes,<50K,no,8,1
4693,7/5/2019,male,100,no preference,0,vanilla,yes,Not Reported,no,1,0
4694,7/5/2019,female,100,no preference,1,vanilla,yes,<50K,yes,5,0
4695,7/5/2019,female,100,silver,4,vanilla,yes,<50K,yes,4,1
4696,7/5/2019,male,100,white,8,chocolate,yes,Not Reported,yes,8,1
4697,7/5/2019,male,100,red,6,chocolate,yes,Not Reported,yes,6,1
4698,7/5/2019,male,100,black,5,chocolate,no,Not Reported,yes,7,1
4699,7/5/2019,female,100,blue,5,chocolate,no,<50K,yes,5,1
4700,7/5/2019,male,100,black,1,specialty,yes,Not Reported,yes,1,0
4701,7/5/2019,male,100,white,8,swirl,yes,Not Reported,yes,8,1
4702,7/5/2019,male,100,blue,1,specialty,yes,Not Reported,yes,7,1
4703,7/5/2019,female,100,blue,5,swirl,no,<50K,yes,5,0
4704,7/5/2019,male,100,silver,10,specialty,yes,Not Reported,yes,10,1
4705,7/5/2019,female,100,blue,7,specialty,no,<50K,yes,7,0
4706,7/5/2019,female,100,white,10,specialty,no,<50K,yes,10,0
4707,7/5/2019,male,100,silver,7,no preference,yes,Not Reported,yes,7,0
4708,7/5/2019,male,100,no preference,7,no preference,no,Not Reported,yes,7,0
4709,7/5/2019,female,100,red,4,swirl,yes,<50K,yes,7,0
4710,7/5/2019,male,100,red,5,no preference,no,Not Reported,yes,10,0
4711,7/5/2019,male,100,black,1,chocolate,no,Not Reported,yes,1,1
4712,7/5/2019,female,100,white,3,chocolate,no,<50K,yes,3,1
4713,7/5/2019,male,100,silver,3,specialty,yes,Not Reported,yes,3,0
4714,7/5/2019,female,100,no preference,4,vanilla,no,<50K,yes,5,1
4715,7/5/2019,male,100,blue,8,no preference,no,Not Reported,yes,8,0
4716,7/5/2019,female,100,no preference,8,chocolate,no,<50K,yes,8,1
4717,7/5/2019,male,100,black,5,specialty,yes,Not Reported,yes,10,1
4718,7/5/2019,male,100,white,7,chocolate,yes,Not Reported,yes,7,1
4719,7/5/2019,female,100,no preference,6,chocolate,yes,<50K,yes,6,1
4720,7/5/2019,female,100,black,2,no preference,yes,<50K,yes,8,0
4721,7/5/2019,male,100,white,8,specialty,yes,Not Reported,yes,8,1
4722,7/5/2019,female,100,black,1,swirl,no,<50K,yes,10,0
4723,7/5/2019,female,100,blue,1,no preference,yes,<50K,yes,5,0
4724,7/5/2019,female,100,white,8,chocolate,yes,<50K,yes,8,1
4725,7/5/2019,female,100,no preference,4,specialty,yes,<50K,yes,9,0
4726,7/5/2019,male,100,silver,2,vanilla,yes,Not Reported,yes,3,1
4727,7/5/2019,male,100,white,7,swirl,no,Not Reported,yes,9,1
4728,7/5/2019,male,100,black,4,swirl,yes,Not Reported,yes,10,1
4729,7/5/2019,female,100,blue,3,no preference,no,<50K,yes,10,0
4730,7/5/2019,male,100,no preference,1,swirl,no,Not Reported,yes,8,0
4731,7/5/2019,male,100,white,3,no preference,yes,Not Reported,yes,10,0
4732,7/5/2019,male,100,silver,8,chocolate,no,Not Reported,yes,8,1
4733,7/5/2019,female,100,red,0,chocolate,no,<50K,yes,10,0
4734,7/5/2019,male,100,black,1,chocolate,no,Not Reported,yes,2,0
4735,7/5/2019,male,100,white,3,swirl,no,Not Reported,yes,7,1
4736,7/5/2019,male,100,no preference,2,specialty,yes,Not Reported,yes,6,0
4737,7/5/2019,male,100,black,4,vanilla,no,Not Reported,yes,4,1
4738,7/5/2019,male,100,white,10,vanilla,no,Not Reported,yes,10,1
4739,7/5/2019,female,100,silver,10,vanilla,no,<50K,yes,10,1
4740,7/5/2019,male,100,white,7,no preference,no,Not Reported,yes,7,0
4741,7/5/2019,male,100,blue,8,swirl,yes,Not Reported,yes,8,1
4742,7/5/2019,male,100,red,7,swirl,yes,Not Reported,yes,10,1
4743,7/5/2019,female,100,red,9,vanilla,no,<50K,yes,9,1
4744,7/5/2019,male,100,black,8,chocolate,no,Not Reported,yes,8,1
